34 28
1 4
2 95 0 194 9 0.2 40 0.4 61 0.5 63 0.1 93 0.4 35 0.5 97 0.2 29 0.4 49 0.4 33 0.3 62 0.3 18 0.4 16 0.3 90 0.1 46 0.3 77 0.5 53 0.3 45 0.5 41 0.2 55 0.3 55 0.3 86 0.3 14 0.4 96 0.4 88 0.5 23 0.2 81 0.5 48 0.3 68 
3 138 0 140 11 0.5 87 0.1 52 0.2 38 0.4 40 0.2 66 0.3 19 0.3 93 0.5 66 0.2 80 0.3 31 0.3 96 0.4 97 0.2 24 0.2 88 0.5 98 0.4 55 0.2 48 0.4 86 0.3 69 0.4 56 0.4 64 0.3 95 0.3 56 0.5 88 0.4 92 0.3 11 0.1 94 0.3 33 
4 103 0 126 1 0.5 11 0.2 74 0.4 84 0.5 42 0.2 39 0.4 12 0.2 82 0.5 24 0.2 45 0.1 37 0.3 74 0.2 11 0.3 78 0.4 43 0.4 93 0.3 90 0.1 71 0.1 26 0.3 97 0.1 67 0.3 21 0.2 60 0.2 38 0.3 91 0.5 42 0.2 70 0.4 16 0.3 94 
5 127 0 165 17 0.1 59 0.1 80 0.4 21 0.2 36 0.4 88 0.4 23 0.5 93 0.4 82 0.4 40 0.4 58 0.1 53 0.4 44 0.3 92 0.4 78 0.3 99 0.3 70 0.2 24 0.4 32 0.1 45 0.2 82 0.3 58 0.4 45 0.3 38 0.3 14 0.4 26 0.3 22 0.4 11 0.3 76 
6 164 0 186 7 0.2 97 0.1 63 0.3 94 0.3 35 0.4 11 0.5 54 0.3 66 0.4 86 0.4 62 0.4 58 0.4 20 0.4 48 0.3 19 0.3 99 0.1 35 0.2 22 0.1 57 0.4 98 0.2 39 0.3 17 0.5 47 0.2 62 0.3 21 0.1 59 0.3 85 0.2 29 0.3 17 0.3 18 
7 58 0 105 6 0.4 19 0.1 89 0.2 39 0.2 27 0.4 19 0.3 62 0.2 47 0.4 50 0.2 12 0.3 45 0.2 81 0.3 48 0.2 43 0.5 95 0.4 72 0.1 79 0.4 48 0.1 29 0.3 67 0.4 61 0.3 22 0.1 47 0.2 56 0.5 85 0.2 45 0.4 11 0.2 56 0.4 53 
8 55 0 102 5 0.2 18 0.5 28 0.3 33 0.3 42 0.2 82 0.5 43 0.4 37 0.3 43 0.4 80 0.4 53 0.3 94 0.4 75 0.2 53 0.3 53 0.3 63 0.3 42 0.2 99 0.3 47 0.1 74 0.3 26 0.2 31 0.4 22 0.4 15 0.2 66 0.3 15 0.2 33 0.4 87 0.2 97 
9 71 0 130 15 0.4 31 0.2 12 0.2 83 0.3 20 0.3 13 0.4 85 0.4 63 0.5 85 0.4 47 0.3 62 0.1 34 0.3 91 0.1 60 0.4 93 0.1 52 0.4 39 0.4 80 0.4 71 0.3 38 0.1 24 0.3 52 0.3 90 0.3 40 0.5 70 0.1 22 0.2 33 0.3 78 0.5 91 
10 71 0 136 4 0.3 92 0.3 67 0.4 10 0.4 74 0.3 47 0.3 89 0.5 25 0.4 70 0.2 16 0.4 60 0.4 10 0.4 94 0.4 76 0.4 79 0.5 13 0.3 74 0.4 26 0.2 68 0.3 44 0.3 33 0.5 67 0.3 88 0.1 37 0.4 91 0.3 18 0.2 26 0.3 33 0.5 53 
11 75 0 153 2 0.2 88 0.1 22 0.4 18 0.4 35 0.3 60 0.4 58 0.4 87 0.4 26 0.2 89 0.4 10 0.2 80 0.2 31 0.3 60 0.2 57 0.5 83 0.2 43 0.1 73 0.4 82 0.2 71 0.3 32 0.4 82 0.1 95 0.2 38 0.4 75 0.2 16 0.4 70 0.2 81 0.2 76 
12 114 0 132 11 0.3 80 0.2 85 0.4 62 0.2 43 0.1 67 0.1 37 0.2 92 0.3 25 0.3 53 0.2 88 0.3 82 0.3 33 0.2 99 0.2 40 0.4 25 0.4 80 0.5 71 0.1 87 0.2 74 0.3 28 0.4 77 0.2 57 0.2 80 0.3 17 0.5 97 0.2 34 0.2 35 0.5 38 
13 117 0 120 6 0.3 71 0.4 59 0.4 15 0.2 67 0.5 64 0.2 48 0.3 62 0.1 39 0.3 16 0.3 84 0.2 49 0.5 17 0.1 49 0.4 37 0.4 69 0.4 66 0.4 39 0.1 10 0.2 68 0.3 36 0.1 73 0.2 48 0.5 78 0.3 17 0.1 54 0.4 61 0.2 23 0.1 63 
14 82 0 110 9 0.5 78 0.2 63 0.2 72 0.1 87 0.5 36 0.2 16 0.5 76 0.4 31 0.2 27 0.4 52 0.3 20 0.2 84 0.3 20 0.2 92 0.4 26 0.5 26 0.4 57 0.2 65 0.1 47 0.1 98 0.4 13 0.2 76 0.2 49 0.2 60 0.2 32 0.4 27 0.4 53 0.5 79 
15 55 0 121 4 0.5 33 0.4 69 0.3 12 0.2 96 0.2 37 0.2 29 0.4 46 0.1 94 0.4 21 0.4 55 0.3 14 0.5 47 0.4 34 0.5 24 0.3 29 0.4 62 0.3 99 0.3 64 0.3 28 0.4 80 0.4 39 0.1 31 0.2 68 0.1 92 0.1 47 0.2 40 0.5 37 0.5 20 
16 51 0 145 12 0.3 60 0.2 76 0.2 75 0.4 60 0.2 63 0.3 29 0.2 18 0.3 30 0.3 46 0.1 92 0.5 70 0.5 96 0.3 82 0.4 10 0.5 50 0.3 73 0.2 39 0.4 69 0.2 62 0.4 10 0.4 58 0.2 82 0.5 72 0.2 81 0.2 61 0.4 53 0.2 32 0.3 71 
17 69 0 108 12 0.1 47 0.5 46 0.5 63 0.1 55 0.4 97 0.4 89 0.3 61 0.3 88 0.2 22 0.3 51 0.5 49 0.2 55 0.2 17 0.2 62 0.2 85 0.2 46 0.3 41 0.5 57 0.5 69 0.2 60 0.3 90 0.5 96 0.2 93 0.4 49 0.3 74 0.4 30 0.2 43 0.2 35 
18 43 0 162 2 0.1 63 0.3 75 0.1 39 0.3 79 0.2 14 0.3 56 0.2 69 0.3 15 0.3 49 0.5 89 0.4 82 0.4 18 0.2 40 0.4 79 0.5 36 0.5 57 0.4 86 0.4 86 0.5 18 0.4 38 0.4 19 0.4 25 0.1 16 0.4 31 0.2 10 0.2 11 0.2 71 0.3 93 
19 79 0 138 2 0.4 22 0.4 60 0.1 43 0.4 87 0.3 94 0.3 96 0.2 70 0.1 18 0.3 96 0.2 87 0.4 61 0.3 24 0.2 18 0.4 34 0.1 25 0.1 26 0.2 84 0.5 15 0.4 56 0.2 24 0.4 50 0.3 46 0.3 59 0.2 85 0.4 72 0.5 72 0.1 31 0.5 10 
20 69 0 149 15 0.2 22 0.4 70 0.2 46 0.5 69 0.1 51 0.3 43 0.1 15 0.3 39 0.2 78 0.5 33 0.4 24 0.2 81 0.4 14 0.2 82 0.2 52 0.5 90 0.2 56 0.1 24 0.4 29 0.4 27 0.2 67 0.5 44 0.4 27 0.4 89 0.3 98 0.4 52 0.1 87 0.4 99 
21 55 0 166 12 0.1 42 0.3 64 0.3 16 0.3 96 0.2 98 0.4 61 0.4 22 0.1 54 0.5 95 0.4 96 0.2 40 0.5 29 0.2 29 0.4 62 0.3 24 0.2 87 0.1 65 0.5 47 0.5 18 0.4 32 0.3 84 0.4 62 0.3 50 0.2 16 0.4 15 0.2 65 0.2 84 0.3 35 
22 121 0 173 4 0.5 20 0.5 63 0.4 32 0.2 63 0.5 49 0.3 64 0.2 95 0.4 10 0.4 75 0.4 23 0.4 32 0.3 32 0.3 31 0.4 63 0.4 39 0.4 90 0.4 34 0.2 63 0.4 53 0.3 90 0.2 40 0.3 76 0.4 46 0.2 22 0.3 28 0.2 66 0.2 22 0.4 47 
23 45 0 133 10 0.2 85 0.4 40 0.1 33 0.4 61 0.5 85 0.3 89 0.1 15 0.3 36 0.4 97 0.2 25 0.5 72 0.2 88 0.3 93 0.2 86 0.1 59 0.5 65 0.1 27 0.2 56 0.2 63 0.1 65 0.2 95 0.2 86 0.1 25 0.1 75 0.1 28 0.2 56 0.3 98 0.3 28 
24 104 0 150 6 0.1 45 0.4 18 0.3 62 0.2 93 0.4 37 0.3 27 0.3 87 0.4 15 0.1 39 0.2 35 0.3 10 0.2 82 0.2 19 0.5 49 0.4 28 0.3 44 0.4 54 0.3 95 0.4 25 0.4 24 0.1 33 0.4 71 0.4 19 0.3 68 0.1 78 0.1 97 0.4 78 0.3 71 
25 143 0 146 13 0.1 75 0.2 63 0.4 54 0.1 35 0.3 62 0.4 77 0.4 74 0.4 27 0.2 77 0.3 66 0.2 30 0.3 90 0.4 44 0.4 97 0.4 48 0.1 50 0.5 52 0.2 76 0.4 31 0.3 19 0.2 64 0.1 79 0.3 60 0.4 44 0.3 93 0.3 94 0.3 34 0.2 10 
26 107 0 166 12 0.4 57 0.3 34 0.4 25 0.3 46 0.3 64 0.4 61 0.5 16 0.2 84 0.4 28 0.1 18 0.3 77 0.2 44 0.3 37 0.2 96 0.5 35 0.4 10 0.2 98 0.1 61 0.5 82 0.2 68 0.2 96 0.1 97 0.4 40 0.3 54 0.2 15 0.3 21 0.2 83 0.2 46 
27 42 0 138 11 0.2 57 0.5 26 0.2 68 0.3 62 0.3 60 0.1 19 0.3 56 0.3 96 0.3 20 0.2 89 0.4 36 0.3 21 0.4 14 0.3 71 0.1 28 0.4 90 0.1 97 0.1 48 0.1 53 0.4 27 0.2 67 0.3 78 0.3 16 0.4 69 0.3 10 0.1 26 0.4 93 0.5 78 
28 32 0 136 4 0.2 85 0.2 99 0.2 14 0.3 67 0.1 33 0.4 96 0.4 44 0.5 28 0.4 54 0.2 50 0.3 50 0.4 60 0.4 73 0.4 93 0.5 25 0.1 52 0.2 36 0.2 88 0.5 22 0.3 75 0.1 63 0.3 14 0.3 63 0.4 39 0.5 14 0.5 38 0.2 49 0.3 42 
29 55 0 149 7 0.4 42 0.2 21 0.3 64 0.2 34 0.1 35 0.2 29 0.2 92 0.3 93 0.3 25 0.3 80 0.2 89 0.5 49 0.2 38 0.3 49 0.2 12 0.3 33 0.2 42 0.2 91 0.5 87 0.1 98 0.4 65 0.1 83 0.4 76 0.3 12 0.4 15 0.3 92 0.3 76 0.5 91 
30 40 0 147 14 0.3 55 0.2 46 0.3 79 0.5 99 0.4 26 0.1 49 0.2 32 0.4 96 0.4 31 0.3 47 0.4 51 0.2 40 0.2 41 0.1 14 0.3 96 0.2 10 0.4 38 0.4 84 0.1 61 0.3 92 0.5 37 0.2 98 0.5 11 0.4 87 0.2 96 0.3 68 0.5 92 0.2 56 
31 83 0 165 19 0.1 86 0.4 76 0.3 42 0.2 49 0.2 63 0.4 64 0.2 97 0.5 27 0.4 78 0.3 78 0.2 30 0.4 78 0.4 86 0.1 19 0.2 21 0.2 75 0.5 44 0.2 13 0.3 87 0.3 19 0.2 43 0.4 56 0.1 82 0.5 46 0.3 32 0.3 23 0.2 83 0.5 77 
32 105 0 115 12 0.5 77 0.1 35 0.2 55 0.2 16 0.3 66 0.4 27 0.3 46 0.5 33 0.3 25 0.3 86 0.5 53 0.1 85 0.3 22 0.2 54 0.3 42 0.3 73 0.4 73 0.2 79 0.2 71 0.1 65 0.5 30 0.3 95 0.3 18 0.3 28 0.3 59 0.4 96 0.2 91 0.3 37 
33 45 0 116 2 0.3 38 0.4 26 0.4 56 0.4 56 0.3 59 0.2 78 0.2 25 0.4 30 0.3 70 0.1 15 0.5 16 0.4 66 0.4 55 0.1 45 0.4 28 0.4 43 0.4 46 0.4 80 0.3 68 0.1 34 0.4 58 0.4 65 0.3 32 0.3 70 0.1 34 0.4 76 0.1 67 0.5 48 
34 131 0 133 5 0.3 34 0.4 78 0.2 31 0.5 15 0.4 83 0.3 93 0.2 14 0.3 75 0.4 60 0.5 61 0.4 74 0.2 56 0.2 37 0.4 56 0.1 18 0.2 71 0.5 49 0.4 23 0.2 33 0.2 39 0.4 38 0.2 18 0.3 65 0.3 13 0.4 85 0.4 81 0.4 34 0.3 33 
0	25930	7529	18403	5280	4884	8388	15438	8551	25328	28870	25109	6567	21871	37782	12680	27240	6602	23741	10707	19083	14304	9003	25654	24836	23102	23361	19389	5258	15741	21494	11327	24108	18606	35689	25930	0	20240	13196	21872	21856	19269	16820	20932	2229	4183	4479	22154	13263	4539	14648	4538	22122	3052	17159	15814	15649	18462	9854	5003	6408	12531	11966	23467	14262	8681	16503	19368	15337	7152	7529	20240	0	10602	3613	5578	2167	13921	5685	19485	21848	18524	2561	15668	24280	7742	19459	5119	17899	3248	22481	10857	3161	21924	16412	17620	17157	13186	4020	12902	14995	5485	19232	15741	26880	18403	13196	10602	0	12113	11611	9510	6575	7952	12068	14430	9572	11286	5899	16862	3540	12041	9066	10481	7400	7302	5582	8703	9403	8994	10203	7389	3417	17584	3987	5243	6744	7939	6932	19462	5280	21872	3613	12113	0	5520	4529	15412	7253	21469	23831	20507	4338	21845	26263	9726	21442	5466	19882	6848	19057	14277	5144	23908	18395	19604	23335	19363	2236	15715	21468	7468	21215	18580	28863	4884	21856	5578	11611	5520	0	5198	9066	4740	22119	22498	18737	3389	15499	25394	8869	20868	2722	20563	7341	12711	7931	9369	19282	18464	16729	16988	13017	3694	9368	15122	8095	17736	12234	30312	8388	19269	2167	9510	4529	5198	0	11323	3518	18680	21042	17718	2885	13920	23474	5782	18653	3802	17093	2373	13086	8690	3300	21119	15606	16815	15409	11438	4327	11626	14189	3127	18426	12609	26074	15438	16820	13921	6575	15412	9066	11323	0	8845	16280	16659	12898	12036	9660	19555	6101	15029	9481	14723	9222	6132	4211	13504	13443	12624	10890	11149	7178	15188	3298	9283	8566	7764	5655	24473	8551	20932	5685	7952	7253	4740	3518	8845	0	19617	21979	18253	3482	14324	24411	6186	19303	2467	18030	5293	13490	5975	6220	18107	16543	15554	15813	11842	5977	11166	13947	6046	16561	13013	27012	25328	2229	19485	12068	21469	22119	18680	16280	19617	0	6727	4905	19925	13982	5038	12419	6220	19817	3088	14930	20389	16333	16233	12556	5039	6872	14497	12696	21238	13643	9400	14274	17139	20742	7053	28870	4183	21848	14430	23831	22498	21042	16659	21979	6727	0	3307	23702	13325	4440	16196	3269	22184	6062	18707	15876	15711	20010	5834	5319	5570	11498	12027	25015	14324	8743	18051	14209	15399	8015	25109	4479	18524	9572	20507	18737	17718	12898	18253	4905	3307	0	19848	10007	6879	12342	1623	18866	3387	14853	12557	12392	16156	5547	2644	2440	9218	8709	21160	11006	5425	14197	12526	12081	10917	6567	22154	2561	11286	4338	3389	2885	12036	3482	19925	23702	19848	0	18313	24920	7390	20099	3077	18539	3819	15524	9325	4564	22564	17052	18260	19802	15830	3276	12182	17936	4572	19872	15047	27520	21871	13263	15668	5899	21845	15499	13920	9660	14324	13982	13325	10007	18313	0	15550	8841	10646	16558	11317	12701	3613	10273	14004	8767	9218	6885	3889	2435	22264	7006	4607	12045	2860	5806	16283	37782	4539	24280	16862	26263	25394	23474	19555	24411	5038	4440	6879	24920	15550	0	16859	6423	24256	5897	19370	18691	18526	20673	12174	7848	9286	17828	14843	25677	17140	11558	18714	21578	18215	3089	12680	14648	7742	3540	9726	8869	5782	6101	6186	12419	16196	12342	7390	8841	16859	0	14536	6527	12975	3648	8323	4458	4899	12940	11488	10387	10646	6675	11256	5008	8780	2992	11428	7846	21957	27240	4538	19459	12041	21442	20868	18653	15029	19303	6220	3269	1623	20099	10646	6423	14536	0	21164	4469	16277	14283	14118	17580	3924	3726	3140	7595	10435	22585	14990	7261	15621	18486	13806	10889	6602	22122	5119	9066	5466	2722	3802	9481	2467	19817	22184	18866	3077	16558	24256	6527	21164	0	20734	5919	12882	5824	6846	19453	18635	16901	17160	13188	4269	9540	15293	6673	17907	12405	30484	23741	3052	17899	10481	19882	20563	17093	14723	18030	3088	6062	3387	18539	11317	5897	12975	4469	20734	0	13416	18875	14820	14720	9815	2590	5511	11756	12021	19724	12130	8737	12761	15625	19228	8458	10707	17159	3248	7400	6848	7341	2373	9222	5293	14930	18707	14853	3819	12701	19370	3648	16277	5919	13416	0	11916	7905	2289	18731	13218	14427	13963	9992	6023	8601	11801	1234	16038	11440	23686	19083	15814	22481	7302	19057	12711	13086	6132	13490	20389	15876	12557	15524	3613	18691	8323	14283	12882	18875	11916	0	7226	14072	12291	12834	10409	8460	4016	20344	3959	8131	10948	2481	2759	27763	14304	15649	10857	5582	14277	7931	8690	4211	5975	16333	15711	12392	9325	10273	18526	4458	14118	5824	14820	7905	7226	0	9079	12905	13946	10353	10611	6640	16005	3758	8745	7172	9309	7200	24042	9003	18462	3161	8703	5144	9369	3300	13504	6220	16233	20010	16156	4564	14004	20673	4899	17580	6846	14720	2289	14072	9079	0	19406	13893	15102	14638	10667	7427	10384	12476	2494	16713	13222	24361	25654	9854	21924	9403	23908	19282	21119	13443	18107	12556	5834	5547	22564	8767	12174	12940	3924	19453	9815	18731	12291	12905	19406	0	7553	4855	5323	8651	25217	11651	4989	18389	10062	12022	14857	24836	5003	16412	8994	18395	18464	15606	12624	16543	5039	5319	2644	17052	9218	7848	11488	3726	18635	2590	13218	12834	13946	13893	7553	0	2771	9017	9735	18743	11149	6450	11780	14645	13106	10706	23102	6408	17620	10203	19604	16729	16815	10890	15554	6872	5570	2440	18260	6885	9286	10387	3140	16901	5511	14427	10409	10353	15102	4855	2771	0	6552	6106	21517	8891	2444	14554	9923	9477	16226	23361	12531	17157	7389	23335	16988	15409	11149	15813	14497	11498	9218	19802	3889	17828	10646	7595	17160	11756	13963	8460	10611	14638	5323	9017	6552	0	4479	23329	9050	4433	13556	4645	7850	18411	19389	11966	13186	3417	19363	13017	11438	7178	11842	12696	12027	8709	15830	2435	14843	6675	10435	13188	12021	9992	4016	6640	10667	8651	9735	6106	4479	0	19830	4714	4317	9610	3961	3515	15994	5258	23467	4020	17584	2236	3694	4327	15188	5977	21238	25015	21160	3276	22264	25677	11256	22585	4269	19724	6023	20344	16005	7427	25217	18743	21517	23329	19830	0	13227	18981	6550	21594	16092	30543	15741	14262	12902	3987	15715	9368	11626	3298	11166	13643	14324	11006	12182	7006	17140	5008	14990	9540	12130	8601	3959	3758	10384	11651	11149	8891	9050	4714	13227	0	7373	8490	5643	3534	22582	21494	8681	14995	5243	21468	15122	14189	9283	13947	9400	8743	5425	17936	4607	11558	8780	7261	15293	8737	11801	8131	8745	12476	4989	6450	2444	4433	4317	18981	7373	0	11797	8710	8265	17417	11327	16503	5485	6744	7468	8095	3127	8566	6046	14274	18051	14197	4572	12045	18714	2992	15621	6673	12761	1234	10948	7172	2494	18389	11780	14554	13556	9610	6550	8490	11797	0	14362	10205	22010	24108	19368	19232	7939	21215	17736	18426	7764	16561	17139	14209	12526	19872	2860	21578	11428	18486	17907	15625	16038	2481	9309	16713	10062	14645	9923	4645	3961	21594	5643	8710	14362	0	4436	26201	18606	15337	15741	6932	18580	12234	12609	5655	13013	20742	15399	12081	15047	5806	18215	7846	13806	12405	19228	11440	2759	7200	13222	12022	13106	9477	7850	3515	16092	3534	8265	10205	4436	0	19328	35689	7152	26880	19462	28863	30312	26074	24473	27012	7053	8015	10917	27520	16283	3089	21957	10889	30484	8458	23686	27763	24042	24361	14857	10706	16226	18411	15994	30543	22582	17417	22010	26201	19328	0	
